Num_expediente,Tipo_accidente
2015S009690,Choque contra elemento estático
2015S003775,Otros
2015S003775,Caída (dos ruedas)
2015S000259,Colisión lateral
2015S000675,Colisión lateral
2015S002410,Alcance
2015S007136,Caída interior vehículo
2015S006561,Colisión frontal
2015S006351,Vuelco (más de dos ruedas)
2015S003234,Choque contra elemento estático
2015S004667,Alcance
2015S007945,Alcance multiple
2015S001593,Choque contra elemento estático
2015S008150,Caída (dos ruedas)
2015S008850,Colisión lateral
2015S005409,Alcance
2015S009202,Alcance
2015S006801,Alcance
2015S000474,Caída (dos ruedas)
2015S001321,Colisión lateral
2015S003838,Colisión fronto-lateral
2015S001265,Colisión fronto-lateral
2015S008453,Atropello
2015S004480,Colisión fronto-lateral
2015S003127,Colisión frontal
2015S007970,Caída interior vehículo
2015S006598,Choque contra elemento estático
2015S000238,Colisión fronto-lateral
2015S004049,Alcance
2015S001476,Alcance
2015S001568,Caída interior vehículo
2015S003785,Alcance
2015S001029,Colisión fronto-lateral
2015S009475,Alcance
2015S002264,Alcance
2015S009707,Atropello
2015S006665,Caída (dos ruedas)
2015S004096,Colisión lateral
2015S000966,Colisión lateral
2015S002890,Atropello
2015S002033,Alcance
2015S003170,Colisión lateral
2015S000437,Alcance
2015S002391,Choque contra elemento estático
2015S001645,Choque contra elemento estático
2015S004316,Colisión lateral
2015S009292,Colisión fronto-lateral
2015S003597,Colisión fronto-lateral
2015S005486,Colisión fronto-lateral
2015S005033,Caída interior vehículo
2015S003963,Alcance
2015S002411,Caída (dos ruedas)
2015S000028,Colisión lateral
2015S005000,Alcance
2015S009077,Colisión fronto-lateral
2015S007267,Choque contra elemento estático
2015S004649,Alcance
2015S009461,Colisión fronto-lateral
2015S004737,Colisión fronto-lateral
2015S001956,Caída (dos ruedas)
2015S001829,Caída (dos ruedas)
2015S005484,Choque contra elemento estático
2015S008684,Caída (dos ruedas)
2015S001905,Caída (dos ruedas)
2015S004141,Choque contra elemento estático
2015S008969,Choque contra elemento estático
2015S009383,Colisión lateral
2015S007307,Caída (dos ruedas)
2015S001546,Colisión fronto-lateral
2015S006445,Caída (dos ruedas)
2015S001467,Caída (dos ruedas)
2015S003970,Choque contra elemento estático
2015S009420,Colisión fronto-lateral
2015S001405,Colisión fronto-lateral
2015S002617,Caída (dos ruedas)
2015S001115,Colisión fronto-lateral
2015S009257,Choque contra elemento estático
2015S000163,Atropello
2015S005269,Alcance
2015S009974,Alcance
2015S006535,Choque contra elemento estático
2015S004969,Alcance
2015S000729,Choque contra elemento estático
2015S005771,Choque contra elemento estático
2015S005787,Alcance multiple
2015S005924,Choque contra elemento estático
2015S006135,Alcance
2015S003229,Vuelco (más de dos ruedas)
2015S004703,Alcance
2015S003932,Otros
2015S002253,Colisión frontal
2015S007096,Colisión lateral
2015S004768,Atropello
2015S001212,Colisión lateral
2015S009220,Choque contra elemento estático
2015S001674,Alcance multiple
2015S002378,Colisión lateral
2015S000576,Colisión lateral
2015S002317,Caída interior vehículo
2015S004237,Colisión fronto-lateral
2015S005079,Alcance
2015S010015,Alcance
2015S006641,Alcance multiple
2015S000055,Colisión fronto-lateral
2015S004771,Colisión lateral
2015S001370,Choque contra elemento estático
2015S000860,Alcance
2015S001511,Colisión fronto-lateral
2015S009209,Caída (dos ruedas)
2015S008049,Colisión fronto-lateral
2015S009781,Colisión lateral
2015S004468,Colisión fronto-lateral
2015S003915,Caída (dos ruedas)
2015S000949,Alcance
2015S002911,Atropello
2015S000280,Colisión lateral
2015S003836,Colisión lateral
2015S000849,Colisión fronto-lateral
2015S009805,Choque contra elemento estático
2015S004761,Caída (dos ruedas)
2015S009832,Alcance
2015S009119,Colisión lateral
2015S002849,Atropello
2015S007058,Otros
2015S003782,Alcance
2015S003468,Colisión lateral
2015S003175,Atropello
2015S004458,Alcance
2015S001587,Alcance
2015S008719,Colisión fronto-lateral
2015S000916,Colisión lateral
2015S001898,Alcance
2015S009050,Colisión fronto-lateral
2015S009528,Atropello
2015S008504,Caída interior vehículo
2015S001551,Atropello
2015S007175,Alcance
2015S000221,Atropello
2015S007998,Colisión fronto-lateral
2015S001296,Caída (dos ruedas)
2015S004651,Caída (dos ruedas)
2015S006044,Otros
2015S002131,Alcance
2015S005186,Choque contra elemento estático
2015S008198,Alcance
2015S000794,Colisión fronto-lateral
2015S008931,Choque contra elemento estático
2015S003714,Caída (dos ruedas)
2015S001853,Atropello
2015S006281,Caída interior vehículo
2015S009764,Caída (dos ruedas)
2015S009063,Caída (dos ruedas)
2015S003520,Caída (dos ruedas)
2015S001456,Caída interior vehículo
2015S001867,Alcance
2015S000179,Colisión lateral
2015S000228,Choque contra elemento estático
2015S005511,Alcance
2015S002547,Caída (dos ruedas)
2015S001927,Colisión fronto-lateral
2015S006153,Caída (dos ruedas)
2015S000566,Colisión fronto-lateral
2015S008878,Colisión lateral
2015S008203,Colisión fronto-lateral
2015S002790,Alcance
2015S007525,Caída interior vehículo
2015S001184,Colisión lateral
2015S007070,Caída (dos ruedas)
2015S001058,Alcance
2015S002009,Atropello
2015S003858,Colisión lateral
2015S003311,Colisión lateral
2015S002985,Caída (dos ruedas)
2015S004498,Choque contra elemento estático
2015S002762,Colisión fronto-lateral
2015S008013,Caída (dos ruedas)
2015S005234,Colisión lateral
2015S008526,Atropello
2015S008847,Colisión lateral
2015S006253,Alcance
2015S003981,Atropello
2015S001711,Choque contra elemento estático
2015S005295,Alcance
2015S006678,Colisión frontal
2015S000414,Alcance
2015S002120,Colisión lateral
2015S004806,Colisión lateral
2015S002713,Colisión lateral
2015S009141,Colisión fronto-lateral
2015S001686,Colisión fronto-lateral
2015S009373,Atropello
2015S002536,Colisión fronto-lateral
2015S008231,Caída interior vehículo
2015S001078,Alcance
2015S002167,Choque contra elemento estático
2015S001039,Caída (dos ruedas)
2015S004019,Alcance
2015S008307,Alcance
2015S007874,Alcance
2015S005545,Choque contra elemento estático
2015S002622,Alcance
2015S005820,Atropello
2015S007752,Caída (dos ruedas)
2015S001688,Colisión lateral
2015S002763,Colisión lateral
2015S000157,Colisión lateral
2015S004219,Alcance multiple
2015S002350,Alcance
2015S009258,Colisión fronto-lateral
2015S007166,Colisión fronto-lateral
2015S001689,Alcance multiple
2015S001749,Colisión fronto-lateral
2015S004472,Atropello
2015S000433,Alcance
2015S004213,Alcance
2015S000925,Colisión lateral
2015S001200,Alcance
2015S002852,Colisión fronto-lateral
2015S004173,Caída interior vehículo
2015S003530,Colisión lateral
2015S009783,Alcance multiple
2015S005183,Caída (dos ruedas)
2015S005937,Caída (dos ruedas)
2015S001690,Atropello
2015S000158,Colisión fronto-lateral
2015S007575,Colisión fronto-lateral
2015S003269,Colisión fronto-lateral
2015S005046,Colisión fronto-lateral
2015S004344,Colisión lateral
2015S000630,Alcance
2015S004825,Otros
2015S005294,Alcance
2015S000549,Colisión fronto-lateral
2015S008939,Atropello
2015S007452,Colisión lateral
2015S001438,Colisión lateral
2015S007598,Alcance
2015S003727,Alcance
2015S007912,Caída (dos ruedas)
2015S008025,Colisión lateral
2015S001294,Atropello
2015S009404,Choque contra elemento estático
2015S007545,Colisión lateral
2015S005457,Colisión fronto-lateral
2015S003572,Colisión fronto-lateral
2015S002545,Alcance
2015S001794,Colisión fronto-lateral
2015S008769,Colisión fronto-lateral
2015S009397,Choque contra elemento estático
2015S005018,Atropello
2015S009464,Otros
2015S001129,Colisión fronto-lateral
2015S001559,Colisión lateral
2015S006116,Colisión lateral
2015S000236,Colisión lateral
2015S000023,Alcance
2015S005766,Colisión fronto-lateral
2015S001046,Alcance
2015S008657,Colisión frontal
2015S005454,Alcance
2015S005254,Colisión fronto-lateral
2015S004023,Atropello
2015S009838,Otros
2015S003706,Alcance
2015S005882,Colisión lateral
2015S007381,Alcance
2015S009966,Alcance multiple
2015S004434,Alcance multiple
2015S005115,Atropello
2015S007354,Otros
2015S005360,Choque contra elemento estático
2015S009124,Otros
2015S009122,Alcance
2015S001556,Colisión fronto-lateral
2015S005441,Alcance
2015S007871,Colisión fronto-lateral
2015S008809,Colisión lateral
2015S004064,Alcance
2015S008851,Atropello
2015S007248,Alcance multiple
2015S007602,Colisión fronto-lateral
2015S007955,Colisión fronto-lateral
2015S003937,Alcance
2015S001381,Atropello
2015S001748,Alcance
2015S004953,Alcance
2015S003742,Colisión frontal
2015S007430,Choque contra elemento estático
2015S006922,Alcance
2015S009853,Alcance multiple
2015S003897,Alcance
2015S008119,Colisión lateral
2015S004350,Colisión fronto-lateral
2015S004484,Caída (dos ruedas)
2015S008880,Colisión lateral
2015S006282,Alcance
2015S001605,Choque contra elemento estático
2015S002724,Choque contra elemento estático
2015S004551,Caída (dos ruedas)
2015S001942,Colisión fronto-lateral
2015S005495,Colisión lateral
2015S002272,Atropello
2015S008283,Alcance
2015S000585,Alcance
2015S007702,Colisión lateral
2015S006279,Colisión fronto-lateral
2015S002184,Colisión fronto-lateral
2015S001374,Caída (dos ruedas)
2015S001955,Alcance multiple
2015S000948,Alcance
2015S001582,Choque contra elemento estático
2015S009525,Alcance
2015S005880,Colisión fronto-lateral
2015S008606,Alcance
2015S009087,Colisión lateral
2015S001583,Alcance
2015S007657,Choque contra elemento estático
2015S006453,Choque contra elemento estático
2015S006705,Choque contra elemento estático
2015S003534,Caída (dos ruedas)
2015S006269,Choque contra elemento estático
2015S000087,Colisión lateral
2015S000445,Choque contra elemento estático
2015S003564,Colisión lateral
2015S000385,Colisión fronto-lateral
2015S002157,Colisión fronto-lateral
2015S001895,Colisión frontal
2015S006405,Colisión lateral
2015S009817,Colisión lateral
2015S007505,Colisión lateral
2015S003089,Choque contra elemento estático
2015S002454,Alcance
2015S009533,Caída (dos ruedas)
2015S008838,Choque contra elemento estático
2015S002276,Colisión lateral
2015S002685,Colisión lateral
2015S002344,Alcance
2015S009672,Colisión lateral
2015S007499,Alcance
2015S004659,Alcance
2015S004224,Alcance
2015S006930,Colisión lateral
2015S000070,Alcance
2015S006560,Colisión fronto-lateral
2015S004149,Otros
2015S007474,Alcance
2015S003314,Caída (dos ruedas)
2015S010002,Alcance multiple
2015S002999,Atropello
2015S006140,Colisión lateral
2015S008179,Alcance
2015S008544,Colisión lateral
2015S009135,Colisión lateral
2015S008501,Colisión lateral
2015S009358,Colisión fronto-lateral
2015S001791,Colisión fronto-lateral
2015S004293,Atropello
2015S003470,Atropello
2015S003518,Colisión lateral
2015S002015,Colisión fronto-lateral
2015S009889,Atropello
2015S000419,Colisión lateral
2015S006426,Colisión lateral
2015S000299,Choque contra elemento estático
2015S006612,Alcance
2015S000381,Colisión fronto-lateral
2015S002695,Caída (dos ruedas)
2015S002752,Colisión fronto-lateral
2015S007341,Alcance
2015S004528,Colisión fronto-lateral
2015S003679,Colisión lateral
2015S001602,Colisión fronto-lateral
2015S007355,Colisión fronto-lateral
2015S005042,Colisión fronto-lateral
2015S000039,Colisión lateral
2015S007241,Alcance
2015S004405,Alcance
2015S003461,Choque contra elemento estático
2015S002640,Alcance
2015S002521,Alcance
2015S008116,Colisión fronto-lateral
2015S002796,Colisión fronto-lateral
2015S002976,Otros
2015S000600,Colisión lateral
2015S001140,Colisión fronto-lateral
2015S003876,Colisión fronto-lateral
2015S004041,Alcance
2015S003587,Vuelco (más de dos ruedas)
2015S003587,Alcance
2015S000183,Atropello
2015S002001,Colisión lateral
2015S008825,Colisión fronto-lateral
2015S007709,Caída (dos ruedas)
2015S003659,Atropello
2015S001286,Alcance
2015S008578,Colisión lateral
2015S007824,Choque contra elemento estático
2015S007376,Alcance
2015S000578,Otros
2015S001313,Alcance
2015S006070,Colisión fronto-lateral
2015S000300,Alcance
2015S009769,Atropello
2015S009178,Colisión fronto-lateral
2015S008625,Colisión lateral
2015S006623,Colisión fronto-lateral
2015S009002,Alcance multiple
2015S003270,Colisión fronto-lateral
2015S002604,Colisión fronto-lateral
2015S001912,Colisión fronto-lateral
2015S002757,Alcance
2015S009152,Colisión lateral
2015S005068,Caída (dos ruedas)
2015S004589,Colisión fronto-lateral
2015S008518,Caída (dos ruedas)
2015S008518,Alcance
2015S004555,Colisión fronto-lateral
2015S009349,Caída (dos ruedas)
2015S003947,Caída (dos ruedas)
2015S007972,Colisión frontal
2015S004530,Alcance
2015S009494,Caída interior vehículo
2015S000033,Caída (dos ruedas)
2015S004662,Colisión fronto-lateral
2015S001936,Colisión lateral
2015S001951,Caída interior vehículo
2015S008751,Colisión fronto-lateral
2015S005371,Colisión fronto-lateral
2015S005634,Caída (dos ruedas)
2015S002573,Caída (dos ruedas)
2015S006847,Colisión fronto-lateral
2015S000980,Choque contra elemento estático
2015S003840,Alcance
2015S005946,Caída (dos ruedas)
2015S007960,Choque contra elemento estático
2015S001684,Caída (dos ruedas)
2015S001093,Colisión fronto-lateral
2015S002076,Vuelco (más de dos ruedas)
2015S002052,Colisión fronto-lateral
2015S008463,Colisión fronto-lateral
2015S002548,Alcance
2015S000484,Colisión fronto-lateral
2015S006155,Colisión lateral
2015S008369,Colisión fronto-lateral
2015S000669,Alcance
2015S005451,Alcance
2015S002977,Colisión fronto-lateral
2015S004809,Choque contra elemento estático
2015S006982,Alcance
2015S001718,Choque contra elemento estático
2015S008089,Alcance
2015S008699,Alcance
2015S007908,Colisión fronto-lateral
2015S004889,Vuelco (más de dos ruedas)
2015S007247,Colisión lateral
2015S003588,Choque contra elemento estático
2015S003001,Colisión lateral
2015S005220,Atropello
2015S002471,Alcance
2015S009226,Alcance multiple
2015S008563,Alcance
2015S006549,Choque contra elemento estático
2015S008988,Alcance
2015S000368,Colisión lateral
2015S000293,Alcance
2015S000426,Colisión fronto-lateral
2015S000366,Caída (dos ruedas)
2015S006139,Caída (dos ruedas)
2015S005095,Colisión fronto-lateral
2015S004815,Colisión fronto-lateral
2015S007906,Caída interior vehículo
2015S004304,Alcance
2015S002902,Caída (dos ruedas)
2015S004712,Alcance
2015S004264,Colisión lateral
2015S007260,Colisión lateral
2015S000502,Alcance
2015S006126,Caída (dos ruedas)
2015S004412,Caída interior vehículo
2015S006285,Choque contra elemento estático
2015S009368,Caída (dos ruedas)
2015S008757,Caída (dos ruedas)
2015S006919,Colisión fronto-lateral
2015S005421,Alcance
2015S005585,Colisión lateral
2015S002961,Colisión lateral
2015S001412,Colisión fronto-lateral
2015S001579,Choque contra elemento estático
2015S005197,Alcance
2015S008488,Colisión fronto-lateral
2015S004112,Atropello
2015S004387,Colisión lateral
2015S005146,Colisión lateral
2015S008621,Alcance
2015S001478,Colisión lateral
2015S003991,Colisión fronto-lateral
2015S000355,Colisión fronto-lateral
2015S004604,Colisión fronto-lateral
2015S001571,Atropello
2015S000367,Caída (dos ruedas)
2015S001706,Alcance
2015S006709,Colisión fronto-lateral
2015S003276,Colisión fronto-lateral
2015S001647,Atropello
2015S007639,Colisión lateral
2015S001889,Otros
2015S009318,Colisión lateral
2015S005282,Colisión lateral
2015S008846,Colisión lateral
2015S000602,Otros
2015S009281,Colisión fronto-lateral
2015S002967,Caída (dos ruedas)
2015S004970,Caída interior vehículo
2015S005654,Atropello
2015S006546,Caída (dos ruedas)
2015S006268,Atropello
2015S004194,Otros
2015S007959,Colisión fronto-lateral
2015S007216,Caída interior vehículo
2015S006608,Atropello
2015S006751,Otros
2015S007404,Alcance multiple
2015S008800,Alcance multiple
2015S002065,Atropello
2015S005589,Caída interior vehículo
2015S002691,Choque contra elemento estático
2015S009201,Colisión lateral
2015S001528,Choque contra elemento estático
2015S006235,Alcance
2015S009589,Caída (dos ruedas)
2015S009613,Caída interior vehículo
2015S003772,Colisión lateral
2015S008139,Alcance
2015S007071,Alcance
2015S008561,Atropello
2015S002800,Alcance
2015S004514,Colisión fronto-lateral
2015S009255,Alcance
2015S008167,Alcance
2015S009005,Atropello
2015S008782,Alcance
2015S003099,Colisión fronto-lateral
2015S001763,Atropello
