Número d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció tipus accident,Coordenada UTM (X),Coordenada UTM (Y),Londitud,Latitud
2017S003840    ,3,Sants-Montjuïc,13,la Marina de Port,230601,Mare de Déu de Port                               ,0270 0270,Diumenge,Dg,Laboral,2017,4,Abril,30,12,Matí,Xoc contra element estàtic,"428136,34","4579538,24","2,139,666","41,362,299"
2017S008144    ,3,Sants-Montjuïc,13,la Marina de Port,160903,Ildefons Cerdà                                    ,0001V0001V,Dimarts,Dm,Laboral,2017,10,Octubre,3,10,Matí,Altres,"427840,47","4579817,43","2,136,094","41,364,785"
2017S009758    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca / Foc                                 ,0099 0099,Dijous,Dj,Laboral,2017,11,Novembre,23,18,Tarda,Abast,"428267,70","4578906,44","2,141,307","41,356,618"
2017S005518    ,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes                                   ,0186 0186,Dissabte,Ds,Laboral,2017,6,Juny,24,11,Matí,Abast,"428133,39","4580116,62","2,139,562","41,367,504"
2017S004721    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca / Alts Forns                          ,0141 0143,Dilluns,Dl,Laboral,2017,5,Maig,29,11,Matí,Abast,"428150,74","4579117,23","2,139,883","41,358,508"
2017S003482    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca / Foneria                             ,0181 0181,Dimecres,Dc,Laboral,2017,4,Abril,19,10,Matí,Caiguda interior vehicle,"428039,29","4579314,52","2,138,533","41,360,273"
2017S001919    ,3,Sants-Montjuïc,13,la Marina de Port,369408,ALTS FORNS                                        ,0249 0249,Dimecres,Dc,Laboral,2017,3,Març,8,20,Tarda,Xoc contra element estàtic,"427807,91","4579712,38","2,135,712","41,363,837"
2017S005572    ,3,Sants-Montjuïc,13,la Marina de Port,369408,Zona Franca / Alts Forns                          ,0136 0136,Dilluns,Dl,Laboral,2017,6,Juny,26,18,Tarda,Col.lisió lateral,"428217,45","4579087,99","2,140,688","41,358,244"
2017S003462    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701486,Mercabarna                                        ,0028 0028,Dimarts,Dm,Laboral,2017,4,Abril,18,14,Tarda,Col.lisió fronto-lateral,"425799,67","4576431,04","2,112,108","41,334,103"
2017S004868    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701489,Longitudinal 1 / Transversal 9                    ,0002 0002,Divendres,Dv,Laboral,2017,6,Juny,2,17,Tarda,Col.lisió fronto-lateral,"426109,89","4576009,98","2,115,864","41,330,331"
2017S008967    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701489,Longitudinal 1                                    ,0002 0002,Dilluns,Dl,Laboral,2017,10,Octubre,30,10,Matí,Atropellament,"426109,89","4576009,98","2,115,864","41,330,331"
2017S000927    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701378,RDA LITORAL(BESÒS)                                ,0000 0000,Divendres,Dv,Laboral,2017,2,Febrer,3,13,Matí,Col.lisió lateral,"426794,81","4576896,80","2,123,942","41,338,382"
2017S002240    ,3,Sants-Montjuïc,15,Hostafrancs,246703,TARRAGONA / València                              ,0035 0035,Dimecres,Dc,Laboral,2017,3,Març,15,21,Tarda,Col.lisió lateral,"428549,29","4581128,40","2,144,416","41,376,656"
2017S006500    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes                                   ,0203 0205,Dimarts,Dm,Laboral,2017,7,Juliol,25,17,Tarda,Col.lisió lateral,"428225,83","4580279,55","2,140,642","41,368,981"
2017S006997    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,0313 0315,Dimarts,Dm,Laboral,2017,8,Agost,15,11,Matí,Altres,"428645,38","4580690,44","2,145,615","4,137,272"
2017S005481    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,0321 0321,Dijous,Dj,Laboral,2017,6,Juny,22,21,Tarda,Col.lisió frontal,"428658,95","4580703,70","2,145,769","41,372,838"
2017S010075    ,3,Sants-Montjuïc,15,Hostafrancs,3803,Vilardell / Àliga                                 ,0028 0028,Dissabte,Ds,Laboral,2017,12,Desembre,2,14,Tarda,Col.lisió fronto-lateral,"428464,77","4580880,90","2,143,429","41,374,415"
2017S007556    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,0329 0331,Dimarts,Dm,Laboral,2017,9,Setembre,12,14,Tarda,Atropellament,"428689,91","4580737,79","2,146,136","41,373,147"
2017S006938    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,0333 0333,Dissabte,Ds,Laboral,2017,8,Agost,12,15,Tarda,Abast,"428699,58","4580743,39","2,146,255","41,373,202"
2017S006403    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,0333 0333,Dissabte,Ds,Laboral,2017,7,Juliol,22,5,Nit,Abast,"428699,58","4580743,39","2,146,255","41,373,202"
2017S009311    ,3,Sants-Montjuïc,15,Hostafrancs,222603,Moianès / Vilardell                               ,0074 0074,Divendres,Dv,Laboral,2017,11,Novembre,10,14,Tarda,Atropellament,"428397,23","4580883,81","2,142,627","41,374,436"
2017S010344    ,3,Sants-Montjuïc,15,Hostafrancs,45803,Corts Catalanes / Bordeta                         ,0002U0002U,Dijous,Dj,Laboral,2017,12,Desembre,14,13,Matí,Col.lisió fronto-lateral,"428799,03","4580841,09","2,147,439","41,374,094"
2017S003294    ,3,Sants-Montjuïc,15,Hostafrancs,45803,Bordeta                                           ,0072 0072,Dilluns,Dl,Laboral,2017,4,Abril,10,17,Tarda,Caiguda (dues rodes),"428539,04","4580760,10","214,434","41,373,341"
2017S007679    ,3,Sants-Montjuïc,15,Hostafrancs,94809,Creu Coberta                                      ,0089 0089,Dissabte,Ds,Laboral,2017,9,Setembre,16,19,Tarda,Caiguda (dues rodes),"428551,55","4580957,85","214,446","41,375,116"
2017S003877    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,0361 0371,Dimarts,Dm,Laboral,2017,5,Maig,2,12,Matí,Abast,"428832,19","4580872,80","214,783","41,374,376"
2017S007272    ,3,Sants-Montjuïc,15,Hostafrancs,169409,Corts Catalanes                                   ,0361 0371,Dimecres,Dc,Laboral,2017,8,Agost,30,23,Nit,Col.lisió lateral,"428832,19","4580872,80","214,783","41,374,376"
2017S008838    ,3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona                                         ,0183 0183,Dimecres,Dc,Laboral,2017,10,Octubre,25,16,Tarda,Atropellament,"428423,27","4581481,21","2,142,867","41,379,824"
2017S004965    ,3,Sants-Montjuïc,15,Hostafrancs,222603,Moianès / Vilardell                               ,0077 0077,Dimarts,Dm,Laboral,2017,6,Juny,6,20,Tarda,Caiguda (dues rodes),"428382,71","4580910,60","2,142,445","41,374,678"
2017S009910    ,3,Sants-Montjuïc,14,la Font de la Guatlla,96906,Francesc Ferrer i Guàrdia                         ,0020 0020,Dimarts,Dm,Laboral,2017,11,Novembre,28,13,Matí,Col.lisió lateral,"428707,18","4580357,68","2,146,396","41,369,726"
2017S009325    ,3,Sants-Montjuïc,15,Hostafrancs,94809,Creu Coberta                                      ,0026 0026,Divendres,Dv,Laboral,2017,11,Novembre,10,20,Tarda,Col.lisió fronto-lateral,"428784,05","4580972,86","2,147,244","41,375,272"
2017S006391    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes / Moianès                         ,0226 0226,Divendres,Dv,Laboral,2017,7,Juliol,21,18,Tarda,Col.lisió fronto-lateral,"428387,90","4580365,35","2,142,569","4,136,977"
2017S010094    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes                                   ,0232 0232,Diumenge,Dg,Laboral,2017,12,Desembre,3,15,Tarda,Abast,"428411,08","4580388,08","2,142,853","41,369,979"
2017S002074    ,3,Sants-Montjuïc,15,Hostafrancs,308200,PL ESPANYA                                        ,0013 0013,Dimecres,Dc,Laboral,2017,3,Març,15,8,Matí,Abast,"428606,27","4581243,08","2,145,084","41,377,697"
2017S009777    ,3,Sants-Montjuïc,15,Hostafrancs,308200,Tarragona / Sant Nicolau                          ,0017U0017U,Divendres,Dv,Laboral,2017,11,Novembre,24,12,Matí,Col.lisió fronto-lateral,"428643,88","4581272,19","2,145,523","41,377,962"
2017S001729    ,3,Sants-Montjuïc,15,Hostafrancs,267102,GV CORTS CATALANES                                ,0022 0024,Dijous,Dj,Laboral,2017,3,Març,2,16,Tarda,Col.lisió lateral,"428806,29","4581061,12","2,147,497","41,376,076"
2017S006466    ,3,Sants-Montjuïc,14,la Font de la Guatlla,191601,Mandoni                                           ,0010 0012,Dilluns,Dl,Laboral,2017,7,Juliol,24,12,Matí,Col.lisió lateral,"428430,69","4580264,95","2,143,095","41,368,864"
2017S002546    ,3,Sants-Montjuïc,13,la Marina de Port,230601,PL ILDEFONS CERDÀ                                 ,0389 0389,Dijous,Dj,Laboral,2017,3,Març,30,14,Tarda,Col.lisió lateral,"428060,03","4579723,50","2,138,736","41,363,958"
2017S002466    ,3,Sants-Montjuïc,17,Sants - Badal,10004,AV MADRID                                         ,0005 0005,Dimarts,Dm,Laboral,2017,3,Març,28,10,Matí,Altres,"427285,83","4581114,81","2,129,303","41,376,417"
2017S005099    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants / Blanca                                    ,0443U0443U,Dissabte,Ds,Laboral,2017,6,Juny,10,16,Tarda,Caiguda interior vehicle,"426681,59","4581027,74","2,122,092","41,375,578"
2017S007835    ,3,Sants-Montjuïc,17,Sants - Badal,286402,Brasil / Roger                                    ,0074 0074,Dijous,Dj,Laboral,2017,9,Setembre,21,20,Tarda,Abast,"427283,61","4581255,23","2,129,263","41,377,687"
2017S003902    ,3,Sants-Montjuïc,18,Sants,312400,Sant Antoni / Sants                               ,0112X0112X,Dimarts,Dm,Laboral,2017,5,Maig,2,17,Tarda,Caiguda (dues rodes),"427782,42","4581008,71","2,135,259","41,375,507"
2017S008317    ,3,Sants-Montjuïc,17,Sants - Badal,187207,Madrid / Brasil                                   ,0122 0126,Dilluns,Dl,Laboral,2017,10,Octubre,9,4,Nit,Col.lisió fronto-lateral,"427242,98","4581402,56","2,128,755","41,379,007"
2017S005769    ,3,Sants-Montjuïc,18,Sants,187207,Madrid                                            ,0142 0146,Dilluns,Dl,Laboral,2017,7,Juliol,3,14,Tarda,Col.lisió fronto-lateral,"427363,92","4581486,74","2,130,191","41,379,774"
2017S007387    ,3,Sants-Montjuïc,18,Sants,312400,Sants / Brasil                                    ,0216 0216,Dilluns,Dl,Laboral,2017,9,Setembre,4,18,Tarda,Col.lisió lateral,"427410,20","4581022,86","2,130,809","413,756"
2017S002298    ,3,Sants-Montjuïc,17,Sants - Badal,187207,SANTS                                             ,0080 0086,Dimecres,Dc,Laboral,2017,3,Març,22,12,Matí,Col.lisió lateral,"427103,93","4581303,98","2,127,104","41,378,103"
2017S005068    ,3,Sants-Montjuïc,17,Sants - Badal,48404,Sants / Badal                                     ,0004S0004S,Divendres,Dv,Laboral,2017,6,Juny,9,16,Tarda,Abast,"427348,03","4581032,40","2,130,067","41,375,684"
2017S006964    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants / Carreras i Candi                          ,0351 0355,Diumenge,Dg,Laboral,2017,8,Agost,13,22,Nit,Col.lisió lateral,"427018,77","4581015,71","2,126,123","41,375,501"
2017S009968    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants                                             ,0357 0357,Dimecres,Dc,Laboral,2017,11,Novembre,29,20,Tarda,Abast,"427009,75","4581016,02","2,126,015","41,375,509"
2017S003126    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants                                             ,0258 0262,Dimarts,Dm,Laboral,2017,4,Abril,4,22,Nit,Caiguda (dues rodes),"427169,59","4581031,85","2,127,926","41,375,659"
2017S001866    ,3,Sants-Montjuïc,18,Sants,164507,RDA MIG (DESCEND)                                 ,0034 0034,Dimarts,Dm,Laboral,2017,3,Març,7,12,Matí,Abast multiple,"427683,71","4581334,86","2,134,036","41,378,434"
2017S000026    ,3,Sants-Montjuïc,18,Sants,172403,AV MADRID                                         ,0038 0042,Dilluns,Dl,Laboral,2017,1,Gener,2,9,Matí,Xoc contra element estàtic,"427662,71","4581296,65","213,379","4,137,809"
2017S003470    ,3,Sants-Montjuïc,18,Sants,172403,Joan Güell / Rosés                                ,0050 0050,Dimarts,Dm,Laboral,2017,4,Abril,18,19,Tarda,Atropellament,"427642,80","4581356,16","2,133,543","41,378,629"
2017S000611    ,3,Sants-Montjuïc,17,Sants - Badal,68401,SANTS / Begur                                     ,0064 0064,Dilluns,Dl,Laboral,2017,1,Gener,23,17,Tarda,Col.lisió fronto-lateral,"427151,15","4580735,20","2,127,747","41,372,991"
2017S000509    ,3,Sants-Montjuïc,16,la Bordeta,244901,PL ILDEFONS CERDÀ / GV Corts Catalanes            ,0005 0005,Dimecres,Dc,Laboral,2017,1,Gener,18,13,Matí,Col.lisió lateral,"427680,14","4580308,78","2,134,123","41,369,193"
2017S000938    ,3,Sants-Montjuïc,16,la Bordeta,244901,PL ILDEFONS CERDÀ / GV Corts Catalanes            ,0005 0005,Divendres,Dv,Laboral,2017,2,Febrer,3,18,Tarda,Col.lisió fronto-lateral,"427680,14","4580308,78","2,134,123","41,369,193"
2017S000585    ,3,Sants-Montjuïc,16,la Bordeta,244901,PL ILDEFONS CERDÀ                                 ,0005 0005,Diumenge,Dg,Laboral,2017,1,Gener,22,1,Nit,Xoc contra element estàtic,"427680,14","4580308,78","2,134,123","41,369,193"
2017S009305    ,3,Sants-Montjuïc,16,la Bordeta,30602,Badal                                             ,0075 0079,Divendres,Dv,Laboral,2017,11,Novembre,10,11,Matí,Desconegut,"427548,28","4580292,95","2,132,547","41,369,037"
2017S009582    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants                                             ,0345 0349,Dissabte,Ds,Laboral,2017,11,Novembre,18,9,Matí,Atropellament,"427049,70","4581014,56","2,126,494","41,375,495"
2017S005056    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants                                             ,0275 0275,Divendres,Dv,Laboral,2017,6,Juny,9,14,Tarda,Caiguda (dues rodes),"427331,22","4581001,00","2,129,867","41,375,403"
2017S007079    ,3,Sants-Montjuïc,17,Sants - Badal,328808,Sugranyes / Escultor Canet                        ,0032 0032,Dissabte,Ds,Laboral,2017,8,Agost,19,13,Matí,Atropellament,"427182,10","4580881,48","21,281","41,374,309"
2017S008548    ,3,Sants-Montjuïc,16,la Bordeta,160903,Ildefons Cerdà / Corts Catalanes                  ,0007 0007,Dimarts,Dm,Laboral,2017,10,Octubre,17,20,Tarda,Col.lisió lateral,"427810,63","4579885,35","2,135,727","41,365,395"
2017S001479    ,3,Sants-Montjuïc,16,la Bordeta,30602,PARCERISA                                         ,0028 0030,Dimecres,Dc,Laboral,2017,2,Febrer,22,18,Tarda,Xoc contra element estàtic,"427710,65","4580048,04","2,134,512","41,366,854"
2017S004783    ,3,Sants-Montjuïc,16,la Bordeta,362908,Constitució / Vilassar                            ,0001 0001,Dimecres,Dc,Laboral,2017,5,Maig,31,12,Matí,Col.lisió lateral,"428016,13","4580423,16","2,138,126","41,370,259"
2017S004071    ,3,Sants-Montjuïc,16,la Bordeta,272452,Badal / Quetzal                                   ,0017 0021,Diumenge,Dg,Laboral,2017,4,Abril,9,22,Nit,Col.lisió fronto-lateral,"427613,20","4580088,79","2,133,348","41,367,206"
2017S006326    ,3,Sants-Montjuïc,18,Sants,231502,Numància                                          ,0029 0031,Dijous,Dj,Laboral,2017,7,Juliol,20,9,Matí,Col.lisió lateral,"428181,49","4581753,77","2,139,941","41,382,253"
2017S003146    ,3,Sants-Montjuïc,18,Sants,7407,Santa Cecília / Alcolea                           ,0097 0097,Dimecres,Dc,Laboral,2017,4,Abril,5,11,Matí,Altres,"427807,13","4581355,07","2,135,516","41,378,634"
2017S008513    ,3,Sants-Montjuïc,18,Sants,40300,Berlín                                            ,0004 0004,Dilluns,Dl,Laboral,2017,10,Octubre,16,14,Tarda,Caiguda (dues rodes),"427915,71","4581741,44","2,136,762","41,382,121"
2017S008513    ,3,Sants-Montjuïc,18,Sants,40300,Berlín                                            ,0004 0004,Dilluns,Dl,Laboral,2017,10,Octubre,16,14,Tarda,Abast,"427915,71","4581741,44","2,136,762","41,382,121"
2017S003676    ,3,Sants-Montjuïc,18,Sants,231502,Numància / Berlín                                 ,0045B0045B,Dimarts,Dm,Laboral,2017,4,Abril,25,12,Matí,Abast,"428114,65","4581832,10","2,139,131","41,382,958"
2017S002395    ,3,Sants-Montjuïc,18,Sants,270209,TARRAGONA / Av Roma                               ,0027 0027,Divendres,Dv,Laboral,2017,3,Març,24,22,Nit,Col.lisió fronto-lateral,"428117,94","4581559,38","2,139,199","413,805"
2017S010745    ,3,Sants-Montjuïc,18,Sants,231502,Numància                                          ,0002 0002,Divendres,Dv,Laboral,2017,12,Desembre,29,9,Matí,Altres,"428310,43","4581654,66","2,141,496","41,381,372"
2017S010745    ,3,Sants-Montjuïc,18,Sants,231502,Numància                                          ,0002 0002,Divendres,Dv,Laboral,2017,12,Desembre,29,9,Matí,Caiguda (dues rodes),"428310,43","4581654,66","2,141,496","41,381,372"
2017S000504    ,4,Les Corts,19,les Corts,352904,BERLÍN / Nicaragua                                ,0133B0133B,Dijous,Dj,Laboral,2017,1,Gener,19,9,Matí,Col.lisió lateral,"427746,38","4581809,96","2,134,733","41,382,718"
2017S005267    ,3,Sants-Montjuïc,18,Sants,313301,Melcior de Palau / STA CATERINA                   ,0061 0061,Divendres,Dv,Laboral,2017,6,Juny,16,8,Matí,Col.lisió fronto-lateral,"427811,40","4581509,95","2,135,546","41,380,022"
2017S008907    ,3,Sants-Montjuïc,18,Sants,366206,Josep Tarradellas / Numància                      ,0053 0053,Divendres,Dv,Laboral,2017,10,Octubre,27,18,Tarda,Col.lisió lateral,"428306,42","4581588,87","2,141,456","41,380,778"
2017S008129    ,3,Sants-Montjuïc,18,Sants,366206,Viriat                                            ,0019X0019X,Dilluns,Dl,Laboral,2017,10,Octubre,2,18,Tarda,Atropellament,"428116,61","4581485,76","2,139,196","41,379,833"
2017S000088    ,3,Sants-Montjuïc,18,Sants,98005,SANTS / Rbla Brasil                               ,0034 0034,Dimecres,Dc,Laboral,2017,1,Gener,4,21,Tarda,Xoc contra element estàtic,"427509,13","4580863,62","2,132,012","41,374,176"
2017S000088    ,3,Sants-Montjuïc,18,Sants,98005,SANTS / Rbla Brasil                               ,0034 0034,Dimecres,Dc,Laboral,2017,1,Gener,4,21,Tarda,Col.lisió lateral,"427509,13","4580863,62","2,132,012","41,374,176"
2017S000067    ,3,Sants-Montjuïc,18,Sants,98005,RBLA BADAL                                        ,0035 0037,Dimarts,Dm,Laboral,2017,1,Gener,3,21,Tarda,Caiguda (dues rodes),"427482,28","4580848,28","2,131,691","41,374,039"
2017S000677    ,3,Sants-Montjuïc,18,Sants,112605,RDA MIG(ASCENDENT)                                ,0009 0013,Dijous,Dj,Laboral,2017,1,Gener,26,8,Matí,Abast,"427565,61","4580881,56","2,132,679","41,374,344"
2017S000874    ,3,Sants-Montjuïc,18,Sants,173905,RDA MIG(ASCENDENT)                                ,0140 0140,Dimecres,Dc,Laboral,2017,2,Febrer,1,20,Tarda,Abast,"427838,00","4580559,80","2,135,982","41,371,468"
2017S003989    ,3,Sants-Montjuïc,18,Sants,312400,Sants                                             ,0105 0105,Divendres,Dv,Laboral,2017,5,Maig,5,15,Tarda,Col.lisió lateral,"427749,68","4580988,65","2,134,867","41,375,324"
2017S007812    ,3,Sants-Montjuïc,18,Sants,312400,Sants                                             ,0105 0105,Dijous,Dj,Laboral,2017,9,Setembre,21,10,Matí,Altres,"427749,68","4580988,65","2,134,867","41,375,324"
2017S005764    ,3,Sants-Montjuïc,18,Sants,17706,Sants / Sants                                     ,0086 0086,Dilluns,Dl,Laboral,2017,7,Juliol,3,0,Nit,Col.lisió fronto-lateral,"427811,06","4580980,08","2,135,609","41,375,257"
2017S009698    ,3,Sants-Montjuïc,18,Sants,30602,Mig (Ascendent)                                   ,0112 0114,Dimecres,Dc,Laboral,2017,11,Novembre,22,8,Matí,Abast,"427540,32","4580521,15","2,132,423","41,371,099"
2017S004611    ,3,Sants-Montjuïc,18,Sants,30602,Mig (Ascendent)                                   ,0112 0114,Dijous,Dj,Laboral,2017,5,Maig,25,11,Matí,Abast,"427540,32","4580521,15","2,132,423","41,371,099"
2017S003315    ,3,Sants-Montjuïc,18,Sants,30602,Mig (Ascendent)                                   ,0112 0114,Dimarts,Dm,Laboral,2017,4,Abril,11,17,Tarda,Abast,"427540,32","4580521,15","2,132,423","41,371,099"
2017S001893    ,3,Sants-Montjuïc,18,Sants,30602,SANTS                                             ,0112 0114,Dimecres,Dc,Laboral,2017,3,Març,8,12,Matí,Col.lisió fronto-lateral,"427540,32","4580521,15","2,132,423","41,371,099"
2017S005218    ,3,Sants-Montjuïc,18,Sants,51001,Bonaventura Pollés                                ,0021 0021,Dimecres,Dc,Laboral,2017,6,Juny,14,19,Tarda,Atropellament,"427569,20","4580566,87","2,132,765","41,371,507"
2017S004677    ,3,Sants-Montjuïc,18,Sants,173905,Jocs Florals / Burgos                             ,0084 0084,Divendres,Dv,Laboral,2017,5,Maig,26,22,Nit,Col.lisió fronto-lateral,"427770,60","4580718,37","213,515","41,372,894"
2017S005698    ,3,Sants-Montjuïc,18,Sants,333900,Tenor Masini / Cerdanyola                         ,0041 0041,Divendres,Dv,Laboral,2017,6,Juny,30,13,Matí,Atropellament,"427505,53","4581172,96","2,131,927","41,376,959"
2017S007337    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,0609 0615,Dissabte,Ds,Laboral,2017,9,Setembre,2,1,Nit,Abast,"427253,13","4582427,19","2,128,763","4,138,824"
2017S007841    ,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts                                             ,0039 0039,Divendres,Dv,Laboral,2017,9,Setembre,22,7,Matí,Abast,"426546,77","4581239,45","2,120,452","41,377,475"
2017S000160    ,4,Les Corts,19,les Corts,84907,AV DIAGONAL                                       ,0004 0004,Dissabte,Ds,Laboral,2017,1,Gener,7,19,Tarda,Abast,"427330,08","4582097,34","2,129,724","41,385,274"
2017S000084    ,4,Les Corts,19,les Corts,84907,AV DIAGONAL / Numància                            ,0004 0004,Dimecres,Dc,Laboral,2017,1,Gener,4,14,Tarda,Abast,"427330,08","4582097,34","2,129,724","41,385,274"
2017S008673    ,4,Les Corts,19,les Corts,66508,Carles III                                        ,0030 0036,Divendres,Dv,Laboral,2017,10,Octubre,20,17,Tarda,Abast,"427236,85","4581702,77","2,128,647","41,381,708"
2017S008713    ,4,Les Corts,19,les Corts,92600,Europa / Corts                                    ,0046 0046,Dissabte,Ds,Laboral,2017,10,Octubre,21,17,Tarda,Col.lisió lateral,"427210,90","4582234,44","2,128,272","41,386,497"
2017S001216    ,4,Les Corts,19,les Corts,343903,JOAN GÜELL                                        ,0188 0188,Dimarts,Dm,Laboral,2017,2,Febrer,14,8,Matí,Caiguda (dues rodes),"427274,19","4581826,74","2,129,086","41,382,829"
2017S009437    ,4,Les Corts,19,les Corts,125006,Pobla de Lillet / Fígols                          ,0012B0012B,Dimarts,Dm,Laboral,2017,11,Novembre,14,15,Tarda,Atropellament,"427314,21","4581662,47","2,129,584","41,381,355"
2017S010337    ,4,Les Corts,19,les Corts,278302,Diagonal                                          ,9997 9997,Dijous,Dj,Laboral,2017,12,Desembre,14,18,Tarda,Abast,"427178,74","4582432,92","2,127,865","41,388,278"
2017S006663    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Mig (Descendent)                                  ,0001 0005,Dimarts,Dm,Laboral,2017,8,Agost,1,14,Tarda,Abast multiple,"427212,84","4581439,40","2,128,391","41,379,337"
2017S006902    ,4,Les Corts,20,la Maternitat i Sant Ramon,343903,Corts                                             ,0033 0033,Dijous,Dj,Laboral,2017,8,Agost,10,20,Tarda,Col.lisió lateral,"426465,87","4581176,58","2,119,491","41,376,901"
2017S010022    ,4,Les Corts,19,les Corts,343903,Corts                                             ,0179 0179,Divendres,Dv,Laboral,2017,12,Desembre,1,8,Matí,Abast,"427225,02","4581826,64","21,285","41,382,824"
2017S002388    ,4,Les Corts,20,la Maternitat i Sant Ramon,86607,AV MADRID / Lluçà                                 ,0002 0002,Divendres,Dv,Laboral,2017,3,Març,24,20,Tarda,Atropellament,"427165,48","4581463,68","2,127,827","41,379,549"
2017S005082    ,4,Les Corts,20,la Maternitat i Sant Ramon,86607,Mig (Descendent)                                  ,0017 0017,Divendres,Dv,Laboral,2017,6,Juny,9,20,Tarda,Xoc contra element estàtic,"427217,90","4581527,57","2,128,441","4,138,013"
2017S005933    ,4,Les Corts,19,les Corts,343903,Corts / Joan Güell                                ,0229 0229,Divendres,Dv,Laboral,2017,7,Juliol,7,16,Tarda,Col.lisió lateral,"427431,86","4582003,50","2,130,943","41,384,437"
2017S001478    ,4,Les Corts,19,les Corts,701589,AV DIAGONAL / Pl Rna M Cristina                   ,0000 0000,Dimecres,Dc,Laboral,2017,2,Febrer,22,15,Tarda,Col.lisió lateral,"427397,27","4581912,92","2,130,547","41,383,614"
2017S003275    ,4,Les Corts,20,la Maternitat i Sant Ramon,102306,Doctor Marañón                                    ,0013 0013,Dilluns,Dl,Laboral,2017,4,Abril,10,2,Nit,Xoc contra element estàtic,"426175,82","4581613,80","211,597","4,138,081"
2017S004869    ,4,Les Corts,19,les Corts,231502,Numància / Corts                                  ,0120 0122,Divendres,Dv,Laboral,2017,6,Juny,2,17,Tarda,Col.lisió lateral,"427813,62","4582264,69","213,548","41,386,822"
2017S008669    ,4,Les Corts,19,les Corts,110803,Entença                                           ,0261U0261U,Divendres,Dv,Laboral,2017,10,Octubre,20,15,Tarda,Abast,"428201,48","4582353,36","2,140,109","41,387,658"
2017S001195    ,4,Les Corts,19,les Corts,110803,NUMÀNCIA                                          ,0291X0291X,Dilluns,Dl,Laboral,2017,2,Febrer,13,14,Tarda,Abast,"428113,39","4582455,88","2,139,045","41,388,569"
2017S010482    ,4,Les Corts,19,les Corts,330708,Constança / Taquígraf Garriga                     ,0098 0100,Dimarts,Dm,Laboral,2017,12,Desembre,19,5,Nit,Col.lisió fronto-lateral,"427874,49","4582421,69","2,136,191","41,388,242"
2017S008371    ,4,Les Corts,19,les Corts,330708,Taquígraf Garriga / Berguedà                      ,0106 0106,Dimarts,Dm,Laboral,2017,10,Octubre,10,18,Tarda,Col.lisió fronto-lateral,"427900,95","4582440,96","2,136,499","41,388,415"
2017S003176    ,4,Les Corts,19,les Corts,199909,Marquès de Sentmenat                              ,0063 0063,Dijous,Dj,Laboral,2017,4,Abril,6,8,Matí,Abast,"428112,91","4582108,27","2,139,074","41,385,444"
2017S004832    ,4,Les Corts,19,les Corts,330901,Taquígraf Serra                                   ,0003 0005,Dijous,Dj,Laboral,2017,6,Juny,1,20,Tarda,Atropellament,"428088,99","4582168,06","213,878","41,385,982"
2017S006449    ,4,Les Corts,19,les Corts,101904,Diagonal / Entença                                ,0002 0002,Dilluns,Dl,Laboral,2017,7,Juliol,24,15,Tarda,Col.lisió fronto-lateral,"427928,53","4582767,17","2,136,795","41,391,363"
2017S009652    ,4,Les Corts,19,les Corts,199909,Berlín / Entença                                  ,0099X0099X,Dilluns,Dl,Laboral,2017,11,Novembre,20,16,Tarda,Col.lisió fronto-lateral,"428362,41","4582111,92","2,142,064","41,385,493"
