Número d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció tipus accident,Coordenada UTM (X),Coordenada UTM (Y),Londitud,Latitud
2017S002115    ,2,Eixample,7,la Dreta de l'Eixample,74506,VALÈNCIA / Ptge Camps Elisis                      ,0074 0074,Dijous,Dj,Laboral,2017,3,Març,16,13,Matí,Col.lisió lateral,"430055,90","4582836,31","2,162,226","41,392,172"
2017S008998    ,2,Eixample,7,la Dreta de l'Eixample,74506,València / Catalunya                              ,0074 0074,Dimarts,Dm,Laboral,2017,10,Octubre,31,14,Tarda,Col.lisió lateral,"430055,90","4582836,31","2,162,226","41,392,172"
2017S009385    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal / Augusta                                ,0405B0405B,Diumenge,Dg,Laboral,2017,11,Novembre,12,21,Tarda,Atropellament,"429526,89","4583195,87","2,155,858","41,395,359"
2017S006592    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia / Provença                                 ,0089 0089,Divendres,Dv,Laboral,2017,7,Juliol,28,21,Tarda,Col.lisió fronto-lateral,"429964,95","4583129,51","2,161,104","41,394,803"
2017S010639    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia / Provença                                 ,0089 0089,Diumenge,Dg,Laboral,2017,12,Desembre,24,18,Tarda,Col.lisió fronto-lateral,"429964,95","4583129,51","2,161,104","41,394,803"
2017S008515    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provença                                          ,0217 0223,Dilluns,Dl,Laboral,2017,10,Octubre,16,19,Tarda,Col.lisió lateral,"429770,83","4582914,39","2,158,809","4,139,285"
2017S003795    ,2,Eixample,6,la Sagrada Família,191204,Mallorca / Lepant                                 ,0436B0436B,Divendres,Dv,Laboral,2017,4,Abril,28,16,Tarda,Col.lisió lateral,"431305,38","4584199,41","2,177,022","41,404,556"
2017S008937    ,2,Eixample,7,la Dreta de l'Eixample,268003,Catalunya / Provença                              ,0237 0239,Dissabte,Ds,Laboral,2017,10,Octubre,28,21,Tarda,Caiguda (dues rodes),"429835,56","4582978,22","2,159,579","41,393,432"
2017S008217    ,2,Eixample,7,la Dreta de l'Eixample,148307,València / Gràcia                                 ,0061 0061,Dijous,Dj,Laboral,2017,10,Octubre,5,12,Matí,Col.lisió lateral,"430144,52","4582932,76","216,328","41,393,044"
2017S001609    ,2,Eixample,7,la Dreta de l'Eixample,148307,ARAGÓ / Rbla Catalunya                            ,0063 0063,Dilluns,Dl,Laboral,2017,2,Febrer,27,14,Tarda,Col.lisió lateral,"430140,14","4582937,53","2,163,231","41,393,089"
2017S007622    ,2,Eixample,7,la Dreta de l'Eixample,148307,Mallorca / Gràcia                                 ,0073 0073,Dijous,Dj,Laboral,2017,9,Setembre,14,20,Tarda,Col.lisió lateral,"430093,32","4582989,29","2,162,663","41,393,553"
2017S000545    ,2,Eixample,7,la Dreta de l'Eixample,191204,VALÈNCIA / Rbla Catalunya                         ,0224 0224,Divendres,Dv,Laboral,2017,1,Gener,20,16,Tarda,Col.lisió lateral,"429861,66","4582786,61","2,159,912","41,391,705"
2017S010524    ,2,Eixample,6,la Sagrada Família,350308,València / Padilla                                ,0479 0483,Dimecres,Dc,Laboral,2017,12,Desembre,20,8,Matí,Col.lisió lateral,"431431,26","4584165,40","2,178,533","41,404,261"
2017S001049    ,2,Eixample,6,la Sagrada Família,350308,ARAGÓ / Padilla                                   ,0482 0486,Dimecres,Dc,Laboral,2017,2,Febrer,8,14,Tarda,Col.lisió fronto-lateral,"431430,05","4584133,65","2,178,525","41,403,972"
2017S005710    ,2,Eixample,7,la Dreta de l'Eixample,191204,Catalunya / Mallorca                              ,0240 0240,Divendres,Dv,Laboral,2017,6,Juny,30,15,Tarda,Col.lisió lateral,"429995,31","4582917,75","2,161,499","41,392,896"
2017S000667    ,2,Eixample,6,la Sagrada Família,73900,ROSSELLÓ / Pg Gràcia                              ,0199 0199,Dimecres,Dc,Laboral,2017,1,Gener,25,19,Tarda,Abast,"431773,59","4584028,40","218,264","41,403,056"
2017S006713    ,2,Eixample,6,la Sagrada Família,89004,Consell de Cent / Padilla                         ,0529 0529,Dijous,Dj,Laboral,2017,8,Agost,3,3,Nit,Abast,"431615,63","4583971,63","2,180,756","41,402,529"
2017S004486    ,2,Eixample,7,la Dreta de l'Eixample,350308,València / Catalunya                              ,0237 0237,Diumenge,Dg,Laboral,2017,5,Maig,21,1,Nit,Col.lisió fronto-lateral,"430026,74","4582790,74","2,161,885","41,391,755"
2017S000582    ,2,Eixample,6,la Sagrada Família,73900,MALLORCA / Ptge Vilaret                           ,0286 0286,Diumenge,Dg,Laboral,2017,1,Gener,22,0,Nit,Xoc contra element estàtic,"431311,82","4584537,90","2,177,055","41,407,601"
2017S010678    ,2,Eixample,7,la Dreta de l'Eixample,90502,Còrsega                                           ,0340 0342,Dimarts,Dm,Laboral,2017,12,Desembre,26,20,Tarda,Abast,"429963,84","4583449,73","2,161,055","41,397,685"
2017S007548    ,2,Eixample,6,la Sagrada Família,238400,Consell de Cent / Padilla                         ,0190 0190,Dimarts,Dm,Laboral,2017,9,Setembre,12,9,Matí,Col.lisió fronto-lateral,"431639,22","4584012,23","2,181,039","414,029"
2017S010259    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes                                   ,0595 0599,Dilluns,Dl,Laboral,2017,12,Desembre,11,18,Tarda,Atropellament,"430379,74","4582388,33","2,166,153","41,388,165"
2017S010092    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes                                   ,0595 0599,Diumenge,Dg,Laboral,2017,12,Desembre,3,7,Matí,Xoc contra element estàtic,"430379,74","4582388,33","2,166,153","41,388,165"
2017S004326    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó                                             ,0265 0265,Dilluns,Dl,Laboral,2017,5,Maig,15,20,Tarda,Col.lisió lateral,"430313,33","4582891,50","2,165,306","4,139,269"
2017S009762    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó                                             ,0283 0285,Divendres,Dv,Laboral,2017,11,Novembre,24,7,Matí,Caiguda (dues rodes),"430415,40","4582991,62","2,166,514","41,393,599"
2017S009533    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó                                             ,0287 0287,Dijous,Dj,Laboral,2017,11,Novembre,16,18,Tarda,Abast,"430429,65","4583005,64","216,668","41,393,727"
2017S003110    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal / Roger de Llúria                        ,0422 0422,Dimarts,Dm,Laboral,2017,4,Abril,4,13,Matí,Col.lisió lateral,"430094,01","4583434,04","2,162,624","41,397,561"
2017S009241    ,2,Eixample,7,la Dreta de l'Eixample,18505,Roger de Llúria / Aragó                           ,0295 0295,Dimecres,Dc,Laboral,2017,11,Novembre,8,18,Tarda,Col.lisió lateral,"430470,19","4583048,61","2,167,166","41,394,118"
2017S010541    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia / Rosselló                                 ,0102 0102,Dimecres,Dc,Laboral,2017,12,Desembre,20,17,Tarda,Col.lisió lateral,"429956,75","4583231,24","2,160,997","41,395,721"
2017S005665    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia                                            ,0108 0108,Dijous,Dj,Laboral,2017,6,Juny,29,17,Tarda,Altres,"429905,74","4583286,28","216,038","41,396,212"
2017S007243    ,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria                                   ,0131 0137,Dimecres,Dc,Laboral,2017,8,Agost,30,2,Nit,Abast,"430152,92","4583388,42","2,163,323","41,397,152"
2017S008124    ,2,Eixample,6,la Sagrada Família,18505,Aragó                                             ,0495 0495,Dilluns,Dl,Laboral,2017,10,Octubre,2,16,Tarda,Abast,"431658,50","4584202,52","2,181,245","41,404,613"
2017S004728    ,2,Eixample,7,la Dreta de l'Eixample,148307,Mallorca / Gràcia                                 ,0080 0080,Dilluns,Dl,Laboral,2017,5,Maig,29,15,Tarda,Col.lisió lateral,"430137,13","4583034,48","2,163,184","41,393,963"
2017S007018    ,2,Eixample,7,la Dreta de l'Eixample,176801,Aragó / Roger de Llúria                           ,0065 0065,Dimecres,Dc,Laboral,2017,8,Agost,16,17,Tarda,Abast,"430470,41","4583060,98","2,167,164","41,394,226"
2017S000457    ,2,Eixample,7,la Dreta de l'Eixample,176801,PG GRÀCIA / Diputació                             ,0067 0069,Dimarts,Dm,Laboral,2017,1,Gener,17,14,Tarda,Col.lisió lateral,"430460,87","4583073,78","2,167,043","41,394,342"
2017S000457    ,2,Eixample,7,la Dreta de l'Eixample,176801,PG GRÀCIA / Diputació                             ,0067 0069,Dimarts,Dm,Laboral,2017,1,Gener,17,14,Tarda,Col.lisió fronto-lateral,"430460,87","4583073,78","2,167,043","41,394,342"
2017S009459    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Provença / Enric Granados                         ,0232 0232,Dimecres,Dc,Laboral,2017,11,Novembre,15,8,Matí,Atropellament,"429634,45","4582750,18","2,157,201","41,391,361"
2017S009031    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó                                             ,0148 0150,Dimecres,Dc,Laboral,2017,11,Novembre,1,18,Tarda,Caiguda (dues rodes),"429564,28","4582120,18","2,156,437","4,138,568"
2017S005003    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,289105,Balmes / Rosselló                                 ,0219 0219,Dijous,Dj,Laboral,2017,6,Juny,8,7,Matí,Abast,"429621,91","4582954,99","2,157,022","41,393,197"
2017S008677    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Mallorca / Aribau                                 ,0089 0089,Divendres,Dv,Laboral,2017,10,Octubre,20,13,Matí,Col.lisió lateral,"429654,01","4582561,55","2,157,462","4,138,966"
2017S003087    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes / València                                 ,0079B0079B,Dilluns,Dl,Laboral,2017,4,Abril,3,21,Tarda,Abast,"429902,44","4582689,99","2,160,414","41,390,835"
2017S008836    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent / Enric Granados                  ,0289B0289B,Dimecres,Dc,Laboral,2017,10,Octubre,25,16,Tarda,Col.lisió lateral,"429993,33","4582384,92","2,161,537","41,388,096"
2017S001686    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,PROVENÇA / Aribau                                 ,9999 9999,Dimecres,Dc,Laboral,2017,3,Març,1,13,Matí,Caiguda (dues rodes),"429171,57","4583078,69","2,151,625","41,394,274"
2017S000799    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,BALMES / GV Corts Catalanes                       ,0227 0227,Dilluns,Dl,Laboral,2017,1,Gener,30,15,Tarda,Col.lisió lateral,"430079,76","4582281,14","2,162,578","41,387,175"
2017S001302    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,BALMES / GV Corts Catalanes                       ,0227 0227,Dijous,Dj,Laboral,2017,2,Febrer,16,14,Tarda,Atropellament,"430079,76","4582281,14","2,162,578","41,387,175"
2017S005726    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Diputació / Balmes                                ,0230 0230,Dissabte,Ds,Laboral,2017,7,Juliol,1,12,Matí,Atropellament,"430195,20","4582363,96","2,163,955","41,387,924"
2017S003207    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,191204,Mallorca / Balmes                                 ,0220 0220,Dijous,Dj,Laboral,2017,4,Abril,6,15,Tarda,Abast,"429821,13","4582746,70","2,159,438","41,391,341"
2017S001305    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,110304,ARIBAU                                            ,0153 0155,Dijous,Dj,Laboral,2017,2,Febrer,16,16,Tarda,Abast,"429311,51","4583103,77","2,153,297","41,394,512"
2017S007407    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València / Enric Granados                         ,0205 0205,Dimarts,Dm,Laboral,2017,9,Setembre,5,15,Tarda,Atropellament,"429845,47","4582613,58","2,159,741","41,390,145"
2017S009838    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal                                          ,0423 0425,Diumenge,Dg,Laboral,2017,11,Novembre,26,6,Matí,Atropellament,"429283,51","4583116,42","215,296","41,394,626"
2017S007118    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París / Aribau                                    ,0180B0180B,Dimarts,Dm,Laboral,2017,8,Agost,22,13,Matí,Col.lisió lateral,"429296,00","4582980,72","2,153,132","41,393,403"
2017S005701    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aragó / Aribau                                    ,0056 0056,Divendres,Dv,Laboral,2017,6,Juny,30,13,Matí,Col.lisió lateral,"429817,74","4582425,24","2,159,428","4,138,845"
2017S005266    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent / Aribau                          ,0265 0267,Divendres,Dv,Laboral,2017,6,Juny,16,7,Matí,Col.lisió lateral,"429893,02","4582285,89","2,160,353","41,387,195"
2017S004644    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Aragó / Balmes                                    ,0061 0061,Divendres,Dv,Laboral,2017,5,Maig,26,12,Matí,Col.lisió fronto-lateral,"429993,58","4582588,45","2,161,514","41,389,933"
2017S010297    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102805,Doctor Letamendi                                  ,0018 0022,Dimecres,Dc,Laboral,2017,12,Desembre,13,9,Matí,Col.lisió fronto-lateral,"429872,05","4582508,22","2,160,076","41,389,202"
2017S001128    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,ARAGÓ                                             ,0577 0577,Divendres,Dv,Laboral,2017,2,Febrer,10,15,Tarda,Col.lisió fronto-lateral,"430052,79","4582067,97","2,162,279","41,385,246"
2017S004520    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes                                   ,0583 0583,Dilluns,Dl,Laboral,2017,5,Maig,22,11,Matí,Atropellament,"430081,36","4582095,53","2,162,623","413,855"
2017S005167    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau                                            ,0173 0173,Dimarts,Dm,Laboral,2017,6,Juny,13,10,Matí,Abast,"429220,54","4583004,67","215,222","41,393,612"
2017S003366    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Aribau / Diagonal                                 ,0433 0433,Dijous,Dj,Laboral,2017,4,Abril,13,15,Tarda,Col.lisió lateral,"429142,17","4583069,83","2,151,279","41,394,191"
2017S005378    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal / Aribau                                 ,0433 0433,Dilluns,Dl,Laboral,2017,6,Juny,19,16,Tarda,Col.lisió lateral,"429142,17","4583069,83","2,151,279","41,394,191"
2017S000129    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,CONSELL DE CENT / Aribau                          ,0048 0050,Divendres,Dv,Laboral,2017,1,Gener,6,0,Nit,Col.lisió fronto-lateral,"429874,82","4582175,61","2,160,138","41,386,203"
2017S006905    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó                                             ,0174 0176,Dijous,Dj,Laboral,2017,8,Agost,10,19,Tarda,Caiguda (dues rodes),"429679,94","4582226,44","21,578","41,386,645"
2017S006729    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Aragó / Villarroel                                ,0115 0115,Dijous,Dj,Laboral,2017,8,Agost,3,14,Tarda,Col.lisió lateral,"429546,16","4582096,52","2,156,225","41,385,463"
2017S001203    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,ARAGÓ                                             ,0119 0119,Dilluns,Dl,Laboral,2017,2,Febrer,13,19,Tarda,Caiguda (dues rodes),"429523,46","4582120,52","2,155,947","41,385,677"
2017S008849    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,180208,Londres                                           ,0094 0094,Dimecres,Dc,Laboral,2017,10,Octubre,25,21,Tarda,Col.lisió lateral,"429122,54","4582998,43","2,151,049","41,393,549"
2017S010540    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Londres / Muntaner                                ,0210 0210,Dimecres,Dc,Laboral,2017,12,Desembre,20,16,Tarda,Col.lisió lateral,"429104,83","4582975,66","2,150,836","41,393,341"
2017S001329    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,ARAGÓ / Pl Dr Letamendi                           ,0202 0202,Divendres,Dv,Laboral,2017,2,Febrer,17,13,Matí,Abast,"429707,73","4582447,68","2,158,109","41,388,638"
2017S010107    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó / Muntaner                                  ,0192 0192,Dilluns,Dl,Laboral,2017,12,Desembre,4,12,Matí,Desconegut,"429738,28","4582274,62","21,585","41,387,083"
2017S004991    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó / Muntaner                                  ,0192 0192,Dimecres,Dc,Laboral,2017,6,Juny,7,22,Nit,Col.lisió fronto-lateral,"429738,28","4582274,62","21,585","41,387,083"
2017S004594    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Muntaner / Aragó                                  ,0192 0192,Dimecres,Dc,Laboral,2017,5,Maig,24,15,Tarda,Caiguda (dues rodes),"429738,28","4582274,62","21,585","41,387,083"
2017S000292    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,ARAGÓ / Villarroel                                ,0184I0184I,Dijous,Dj,Laboral,2017,1,Gener,12,14,Tarda,Col.lisió lateral,"429623,51","4582321,10","2,157,119","41,387,496"
2017S001091    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,AV ROMA / Villarroel                              ,0186 0186,Dijous,Dj,Laboral,2017,2,Febrer,9,12,Matí,Col.lisió fronto-lateral,"429610,38","4582352,46","215,696","41,387,774"
2017S001091    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,AV ROMA / Villarroel                              ,0186 0186,Dijous,Dj,Laboral,2017,2,Febrer,9,12,Matí,Atropellament,"429610,38","4582352,46","215,696","41,387,774"
2017S000805    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,VILLARROEL / Aragó                                ,0186 0186,Dilluns,Dl,Laboral,2017,1,Gener,30,16,Tarda,Col.lisió lateral,"429610,38","4582352,46","215,696","41,387,774"
2017S008813    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova                                          ,0103 0103,Dimecres,Dc,Laboral,2017,10,Octubre,25,2,Nit,Xoc contra element estàtic,"429521,22","4582310,09","2,155,901","41,387,388"
2017S005430    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó                                             ,0224X0224X,Dimecres,Dc,Laboral,2017,6,Juny,21,9,Matí,Abast,"429934,86","4582481,70","216,082","41,388,964"
2017S001002    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,ARAGÓ                                             ,0002 0002,Dilluns,Dl,Laboral,2017,2,Febrer,6,19,Tarda,Caiguda (dues rodes),"430091,24","4582145,47","2,162,737","41,385,952"
2017S008523    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent                                   ,0241 0241,Dilluns,Dl,Laboral,2017,10,Octubre,16,23,Nit,Abast,"429763,41","4582159,14","2,158,813","41,386,049"
2017S004438    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó                                             ,0149 0149,Divendres,Dv,Laboral,2017,5,Maig,19,14,Tarda,Abast,"429461,94","4582050,42","2,155,214","41,385,041"
2017S004906    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Corts Catalanes / Balmes                          ,0017 0017,Diumenge,Dg,Laboral,2017,6,Juny,4,11,Matí,Col.lisió lateral,"430275,30","4582307,82","2,164,919","41,387,427"
2017S005260    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,268003,Aribau / Provença                                 ,0177 0177,Divendres,Dv,Laboral,2017,6,Juny,16,2,Nit,Col.lisió lateral,"429525,74","4582675,90","2,155,906","41,390,676"
2017S007476    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes                                            ,0049 0049,Divendres,Dv,Laboral,2017,9,Setembre,8,12,Matí,Abast,"430077,06","4582511,01","2,162,527","41,389,247"
2017S003947    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent                                   ,0275 0275,Dijous,Dj,Laboral,2017,5,Maig,4,11,Matí,Caiguda (dues rodes),"429947,85","4582339,80","2,160,992","41,387,686"
2017S004578    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputació / Llança                                ,0009 0009,Dimecres,Dc,Laboral,2017,5,Maig,24,7,Matí,Caiguda (dues rodes),"428958,28","4581183,19","21,493","41,377,188"
2017S004316    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes                                   ,0553 0553,Dilluns,Dl,Laboral,2017,5,Maig,15,16,Tarda,Abast,"429888,32","4581907,05","2,160,337","4,138,379"
2017S005928    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes                                   ,0555 0555,Divendres,Dv,Laboral,2017,7,Juliol,7,19,Tarda,Abast,"429894,21","4581912,66","2,160,408","41,383,836"
2017S010763    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes                                            ,0139 0139,Dissabte,Ds,Laboral,2017,12,Desembre,30,14,Tarda,Abast,"429592,35","4583008,12","2,156,669","41,393,681"
